,prominence,duration,bandwidth,peak_time,peak_frequency,volume,phase
0,114.87544962436395,1.250000000000001,3.02734375,26.698400543031976,0.7997573084241637,97.44099157810814,0.005075117267055924
1,7.938708854520446,0.8500000000000008,2.83203125,28.448157623845795,3.333150114222736,22.54430028934382,-0.17932928033068285
2,57.424271682703385,2.500000000000002,7.6171875,11.79376339486257,19.69067701585108,262.4177076016115,-1.8164860807755292
3,28.720132786775345,1.4000000000000012,5.2734375,13.652316009601611,24.54487300275367,75.8131227877059,-0.8928135168580803
4,42.78865600555268,2.8500000000000023,8.3984375,26.470939628741167,25.816845929699618,240.4473554935953,-1.0302128541850506
5,64.98160682437404,3.1000000000000028,7.8125,11.029544600349702,27.239784726302606,474.0820719815657,-3.064529373381372
6,26.37413344838103,2.100000000000002,7.32421875,22.416153818460295,27.270436204152915,124.94578648012916,1.763179969780469
7,36.58535569694198,1.6000000000000014,7.03125,8.624203344191105,26.865716981709603,130.09717188174665,-0.34277426619150747
8,15.927231010096673,1.5500000000000014,4.4921875,28.905948264987792,27.12292249333157,43.1223455692334,1.969247376497259
9,27.926979775232525,0.9500000000000008,4.1015625,1.9487806367391902,28.406040625222932,33.66578189248854,0.7353917278863157
10,25.55641789314841,0.7000000000000006,2.05078125,54.602916655468675,0.5591442606361965,11.338300016426924,-1.6179534032160672
11,11.332013380571901,0.9000000000000008,4.6875,58.90000119622282,8.279506825878354,20.919892199370935,2.3574892641138825
12,18.983584367314037,1.5000000000000013,7.03125,43.559817929944906,13.503454613076435,49.139050280971325,1.2001816269147323
13,29.033838933982054,1.7500000000000016,5.6640625,54.09970033783806,19.920833538138158,95.88559578072481,1.8538415470158789
14,105.3482053612557,3.600000000000003,10.15625,59.120975646838104,26.119598653326065,903.8695464486699,3.137358393821091
15,51.15917553615167,3.200000000000003,8.7890625,54.781256252945944,26.79846772022317,312.63124130348297,-0.566463138087958
16,256.8757356125558,3.400000000000003,13.8671875,87.64150120610556,9.662249288319437,1328.900948230695,-1.539320731797598
17,25.819695248220498,2.6000000000000023,5.2734375,84.0376450723592,15.870828893701455,87.95041122644629,0.9200374975589629
18,128.76762528915395,3.9000000000000035,12.109375,83.52619704453095,24.953288491299457,852.6000535884583,-1.011894133248506
19,41.238142846890376,3.600000000000003,8.0078125,64.94695184381159,26.86120117053694,261.0181326042744,-0.4303721691461592
20,69.93948883349573,3.400000000000003,7.6171875,88.7058692172527,26.978901417586858,525.05320757551,1.9176046372102786
21,28.907197529604744,1.4000000000000012,6.640625,61.250096057065356,27.672339919378246,88.46349313370209,-1.3206148635524053
22,25.73190594173838,1.7000000000000015,4.296875,103.65267448040358,3.7035641285186243,49.83360187400805,2.085498383309145
23,40.62699092212564,1.9000000000000017,10.3515625,91.92117432656588,7.3059090289109285,202.1996583843364,-0.9700646102323668
24,119.3237062548274,4.400000000000004,11.71875,105.30222754166263,10.206247963402237,979.9328880766619,0.4394025979756234
25,41.563051656957235,1.200000000000001,4.296875,96.48109407476042,16.711875047514912,103.56736783397776,1.8258512406996585
26,65.55536657212858,1.250000000000001,5.56640625,91.83392255639714,17.45694026568637,216.45491850702422,-1.8605064250805123
27,73.12584693655884,1.3000000000000012,3.90625,97.74658167507023,17.032248275932123,84.70306270402537,-0.7876883689625962
28,74.47766027444257,1.5500000000000014,7.421875,105.17593332841709,20.179668168727737,330.76330637933455,-0.08172717468762034
29,192.868619207911,2.6000000000000023,14.0625,106.17599272373087,26.175622050427847,1010.9076390890326,1.7050008286916463
30,32.15386870279196,0.9500000000000008,4.4921875,101.73746830770337,18.190313233357987,65.69224300090686,2.562370912825523
31,94.19884950926331,2.100000000000002,11.5234375,95.93656826166134,25.666507925825677,628.8842435721548,-1.680535493337051
32,24.26426485333033,0.8000000000000007,3.80859375,91.7626633484197,21.799249118569154,48.98363312874241,-2.411868738313597
33,66.76574919827596,1.0000000000000009,6.54296875,101.3487853745765,22.688448513890304,249.3074285653886,0.8966151859774899
34,19.784933975136887,1.050000000000001,4.4921875,98.1844809507454,25.336083377869993,70.40770316919789,1.5059241271543677
35,22.369904311041264,1.100000000000001,4.6875,117.66206415955493,26.664820371432114,65.76738368056687,0.3097935652661045
36,112.14165924411033,1.8000000000000016,5.078125,100.05442698240857,27.981509140008924,331.4662983157831,0.7300970533925144
